13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.6814543945620207 , -0.4583346316240252 , 1.5795366138425442 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.14571171808800645 , -0.011590184562665085 , 0.8512205155975399 , 0.19826596053386067
-0.5403845201942176 , -0.015074986895575918 , 0.7062825923706715 , 0.19826596053386067
0.5590911061178041 , 0.14492269561991136 , 1.506089985066726 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
9 , |Parent of Generation|
10.449386157654056 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.733180290171303 , -0.4550277882333488 , 1.47080609651448 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.2680590694848674 , -0.00043053400264699004 , 0.8599399508991632 , 0.19826596053386067
-0.7707744341616273 , -0.09193461174555381 , 0.7440167586452198 , 0.19826596053386067
0.6157441303170716 , -0.00958259394630373 , 1.4878718805380975 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
10 , |Parent of Generation|
16.091824289253637 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.733180290171303 , -0.4550277882333488 , 1.47080609651448 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.2680590694848674 , -0.00043053400264699004 , 0.8599399508991632 , 0.19826596053386067
-0.7707744341616273 , -0.09193461174555381 , 0.7440167586452198 , 0.19826596053386067
0.6157441303170716 , -0.00958259394630373 , 1.4878718805380975 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
11 , |Parent of Generation|
21.734262420853216 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.733180290171303 , -0.4550277882333488 , 1.47080609651448 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.2680590694848674 , -0.00043053400264699004 , 0.8599399508991632 , 0.19826596053386067
-0.7707744341616273 , -0.09193461174555381 , 0.7440167586452198 , 0.19826596053386067
0.6157441303170716 , -0.00958259394630373 , 1.4878718805380975 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
12 , |Parent of Generation|
27.376700552452796 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.733180290171303 , -0.4550277882333488 , 1.47080609651448 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.2680590694848674 , -0.00043053400264699004 , 0.8599399508991632 , 0.19826596053386067
-0.7707744341616273 , -0.09193461174555381 , 0.7440167586452198 , 0.19826596053386067
0.6157441303170716 , -0.00958259394630373 , 1.4878718805380975 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
13 , |Parent of Generation|
33.01913868405237 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.3087883932459974 , -0.6584814525688628 , -0.9105168032020203 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.733180290171303 , -0.4550277882333488 , 1.47080609651448 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.2680590694848674 , -0.00043053400264699004 , 0.8599399508991632 , 0.19826596053386067
-0.7707744341616273 , -0.09193461174555381 , 0.7440167586452198 , 0.19826596053386067
0.6157441303170716 , -0.00958259394630373 , 1.4878718805380975 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
14 , |Parent of Generation|
38.506591278554254 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.3087883932459974 , -0.6584814525688628 , -0.9105168032020203 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.733180290171303 , -0.4550277882333488 , 1.47080609651448 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.2336037184432306 , 0.16620208276302265 , 1.0582039606023605 , 0.19826596053386067
-0.6531137805975596 , -0.08573737568951972 , 0.8160753821447282 , 0.19826596053386067
0.57127864494947 , -0.2281187347541422 , 1.3319265972908811 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
15 , |Parent of Generation|
43.98016371724884 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.19254225414696358 , -0.5960135572934797 , -0.9278684407999661 , 0.30938875844601565
-0.24501421078573205 , -0.6317809277121835 , 1.0973889119940199 , 0.30938875844601565
-0.6014773591123918 , -0.3690560443488186 , 2.0318601201127215 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.14657600985902725 , 0.28158979058214073 , 1.0953614606534579 , 0.19826596053386067
-0.5323722557448042 , 0.005312439571741226 , 0.8901247717155033 , 0.19826596053386067
0.57127864494947 , -0.2281187347541422 , 1.3319265972908811 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
16 , |Parent of Generation|
49.12922743268351 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.19254225414696358 , -0.5960135572934797 , -0.9278684407999661 , 0.30938875844601565
-0.24501421078573205 , -0.6317809277121835 , 1.0973889119940199 , 0.30938875844601565
-0.6014773591123918 , -0.3690560443488186 , 2.0318601201127215 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.14657600985902725 , 0.28158979058214073 , 1.0953614606534579 , 0.19826596053386067
-0.5323722557448042 , 0.005312439571741226 , 0.8901247717155033 , 0.19826596053386067
0.57127864494947 , -0.2281187347541422 , 1.3319265972908811 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
17 , |Parent of Generation|
54.27829114811817 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.19254225414696358 , -0.5960135572934797 , -0.9278684407999661 , 0.30938875844601565
-0.2276033912367344 , -0.8264764088059515 , 1.0537231394805628 , 0.30938875844601565
-0.6014773591123918 , -0.3690560443488186 , 2.0318601201127215 , 0.343648418288241
0.16277994543322594 , 0.7543584694867486 , 1.1149982748495848 , 0.343648418288241
-0.014130543941166251 , 0.2566264183497161 , 1.0567747249110169 , 0.19826596053386067
-0.6611460409268091 , -0.03823625892082098 , 0.6816683807475697 , 0.19826596053386067
0.47815517654103024 , -0.29009202733685596 , 1.4004679158304885 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
18 , |Parent of Generation|
59.8657714881809 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.19254225414696358 , -0.5960135572934797 , -0.9278684407999661 , 0.30938875844601565
-0.35006705368214386 , -0.824233891497315 , 1.146808569409882 , 0.30938875844601565
-0.7172642891628175 , -0.4851612728371397 , 2.144381675243314 , 0.343648418288241
0.16277994543322594 , 0.7543584694867486 , 1.1149982748495848 , 0.343648418288241
-0.11300767382207683 , 0.09467709696163651 , 1.1340738773738535 , 0.19826596053386067
-0.722005142518224 , -0.028826870306612754 , 0.6717940445093089 , 0.19826596053386067
0.6050653104002849 , -0.4377538615022128 , 1.5805550595279323 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
19 , |Parent of Generation|
65.7832279436791 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.19254225414696358 , -0.5960135572934797 , -0.9278684407999661 , 0.30938875844601565
-0.35006705368214386 , -0.824233891497315 , 1.146808569409882 , 0.30938875844601565
-0.7172642891628175 , -0.4851612728371397 , 2.144381675243314 , 0.343648418288241
0.16277994543322594 , 0.7543584694867486 , 1.1149982748495848 , 0.343648418288241
-0.11300767382207683 , 0.09467709696163651 , 1.1340738773738535 , 0.19826596053386067
-0.722005142518224 , -0.028826870306612754 , 0.6717940445093089 , 0.19826596053386067
0.6050653104002849 , -0.4377538615022128 , 1.5805550595279323 , 0.19826596053386067
True , |Sim Sucess|
False , |Real Sucess|
20 , |Parent of Generation|
71.7006843991773 , |Acc Euclidean Generation|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.28735205991235346 , -0.6371436667625834 , -0.8013125575574306 , 0.30938875844601565
-0.35006705368214386 , -0.824233891497315 , 1.146808569409882 , 0.30938875844601565
-0.7815374038428676 , -0.6555368883016929 , 2.216838603022053 , 0.343648418288241
0.1508897599759709 , 0.7741025056548921 , 1.0884626363062833 , 0.343648418288241
-0.11300767382207683 , 0.09467709696163651 , 1.1340738773738535 , 0.19826596053386067
-0.6068855393135942 , 0.19025258849444807 , 0.48007482941787155 , 0.19826596053386067
0.7223239874790759 , -0.5681211766171814 , 1.7390846619490803 , 0.19826596053386067
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.6814543945620207 , -0.4583346316240252 , 1.5795366138425442 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.14571171808800645 , -0.011590184562665085 , 0.8512205155975399 , 0.19826596053386067
-0.5403845201942176 , -0.015074986895575918 , 0.7062825923706715 , 0.19826596053386067
0.5590911061178041 , 0.14492269561991136 , 1.506089985066726 , 0.19826596053386067
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.6814543945620207 , -0.4583346316240252 , 1.5795366138425442 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.14571171808800645 , -0.011590184562665085 , 0.8512205155975399 , 0.19826596053386067
-0.5403845201942176 , -0.015074986895575918 , 0.7062825923706715 , 0.19826596053386067
0.5590911061178041 , 0.14492269561991136 , 1.506089985066726 , 0.19826596053386067
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.6814543945620207 , -0.4583346316240252 , 1.5795366138425442 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.14571171808800645 , -0.011590184562665085 , 0.8512205155975399 , 0.19826596053386067
-0.5403845201942176 , -0.015074986895575918 , 0.7062825923706715 , 0.19826596053386067
0.5590911061178041 , 0.14492269561991136 , 1.506089985066726 , 0.19826596053386067
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , 0.30938875844601565
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , 0.30938875844601565
-0.6814543945620207 , -0.4583346316240252 , 1.5795366138425442 , 0.343648418288241
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , 0.343648418288241
0.14571171808800645 , -0.011590184562665085 , 0.8512205155975399 , 0.19826596053386067
-0.5403845201942176 , -0.015074986895575918 , 0.7062825923706715 , 0.19826596053386067
0.5590911061178041 , 0.14492269561991136 , 1.506089985066726 , 0.19826596053386067
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
-0.6814543945620207 , -0.4583346316240252 , 1.5795366138425442 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
0.14571171808800645 , -0.011590184562665085 , 0.8512205155975399 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
-0.5403845201942176 , -0.015074986895575918 , 0.7062825923706715 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
0.5590911061178041 , 0.14492269561991136 , 1.506089985066726 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
0.09932458002065062 , -0.8002536786033316 , -0.7202283107429985 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
-0.2380227780064368 , -0.6257635108595037 , 1.2623857251038908 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
-0.6814543945620207 , -0.4583346316240252 , 1.5795366138425442 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
0.1944687866117398 , 0.6566599563712078 , 1.0664311489785192 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
0.14571171808800645 , -0.011590184562665085 , 0.8512205155975399 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
-0.5403845201942176 , -0.015074986895575918 , 0.7062825923706715 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
0.5590911061178041 , 0.14492269561991136 , 1.506089985066726 , |[0.30938875844601565, 0.30938875844601565, 0.343648418288241, 0.343648418288241, 0.19826596053386067, 0.19826596053386067, 0.19826596053386067]|
13 , Generation
228 , |Individual Number|
7 , |Number of points|
