56, Generation,,,,
954, |Individual Number|,,,,
3, |Number of points|,,,,
-0.291669094429432,-0.089350263684965,0.130705107764009,0.380256896098752,0.380256896098752, 0.38025689609875235]|
-0.808669736682295,0.216342075709626,0.124248819049872,0.380256896098752,0.380256896098752, 0.38025689609875235]|
-0.712886331762643,-0.487476973527216,1.12686448913203,0.380256896098752,0.380256896098752, 0.38025689609875235]|
496.904809432209, Euclidean,,,,
True , |Sim Sucess|,,,,
True , |Real Sucess|,,,,
True , |Sim Sucess|,,,,
True , |Real Sucess|,,,,
57, |Parent of Generation|,,,,
2.17417963412286, |Acc Euclidean Generation|,,,,
56, Generation,,,,
954, |Individual Number|,,,,
3, |Number of points|,,,,
-0.291669094429432,-0.089350263684965,0.130705107764009, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
-0.706977755582927,0.203629520166898,0.230185097561205, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
-0.870905223405004,-0.58532418910278,1.06330563480078, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
496.904809432209, Euclidean,,,,
True , |Sim Sucess|,,,,
True , |Real Sucess|,,,,
True , |Sim Sucess|,,,,
True , |Real Sucess|,,,,
58, |Parent of Generation|,,,,
4.45695739792299, |Acc Euclidean Generation|,,,,
56, Generation,,,,
954, |Individual Number|,,,,
3, |Number of points|,,,,
-0.291669094429432,-0.089350263684965,0.130705107764009, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
-0.706977755582927,0.203629520166898,0.230185097561205, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
-0.870905223405004,-0.58532418910278,1.06330563480078, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
496.904809432209, Euclidean,,,,
True , |Sim Sucess|,,,,
True , |Real Sucess|,,,,
True , |Sim Sucess|,,,,
True , |Real Sucess|,,,,
59, |Parent of Generation|,,,,
6.73973516172312, |Acc Euclidean Generation|,,,,
56, Generation,,,,
954, |Individual Number|,,,,
3, |Number of points|,,,,
-0.399704091066764,-0.225183728543356,0.132642359428282, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
-0.706977755582927,0.203629520166898,0.230185097561205, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
-0.453533480622915,-0.518493682255603,1.22453763930243, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
496.904809432209, Euclidean,,,,
True , |Sim Sucess|,,,,
True , |Real Sucess|,,,,
True , |Sim Sucess|,,,,
True , |Real Sucess|,,,,
60, |Parent of Generation|,,,,
8.87635630997851, |Acc Euclidean Generation|,,,,
56, Generation,,,,
954, |Individual Number|,,,,
3, |Number of points|,,,,
-0.399704091066764,-0.225183728543356,0.132642359428282, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
-0.706977755582927,0.203629520166898,0.230185097561205, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
-0.453533480622915,-0.518493682255603,1.22453763930243, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
496.904809432209, Euclidean,,,,
True , |Sim Sucess|,,,,
True , |Real Sucess|,,,,
True , |Sim Sucess|,,,,
True , |Real Sucess|,,,,
61, |Parent of Generation|,,,,
11.0129774582339, |Acc Euclidean Generation|,,,,
56, Generation,,,,
954, |Individual Number|,,,,
3, |Number of points|,,,,
-0.399704091066764,-0.225183728543356,0.132642359428282, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
-0.708516387726826,0.270390767758584,0.286995061639466, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
-0.576869825355354,-0.620788657471577,1.26714295932505, |[0.38025689609875235,0.380256896098752, 0.38025689609875235]|
