21 , Generation
4 , NumberPoints
|[0.014436810980581173, 0.22029092969670566, 0.35582755131241056, 0.06298404648912485]| , Vmax
|[-0.18929461853212265, -0.7840732975077931, -1.2860856510991177, -0.10123606542327661]| , Xpos
|[-0.34525707277315865, -0.3194454562477213, -0.378426459764751, 0.469283153753762]| , Ypos
|[1.8151721699994485, 1.3246085667882475, 0.8481200061604898, 1.317832399515137]| , Zpos
|[0.014436810980581173, 0.22029092969670566, 0.35582755131241056, 0.06298404648912485]| , Vmax
