4 , Generation
80 , |Individual Number|
5 , |Number of points|
-0.011571825949799441 1.1255359685439812 0.34927933652247234 2.133280435304703 0.003879931330463937
-0.3976114661302277 -0.5720390473083943 0.03557635405747367 -0.5151605749727844 0.6807291900559594
1.172605766622154 0.04947893003888798 0.38595066437505987 0.8758956899185402 0.3695845934019857
0.7691522086331318 0.6558933405778811 0.5010912103218237 0.735876305024841 0.16305476622379161
4 , Generation
80 , |Individual Number|
4 , |Number of points|
-0.849858604490008 0.7622465768145635 -0.6004023653827206 -0.7022143432202235
0.3508697016007103 0.41741746274714153 -0.9901914004788255 0.11319350405769024
1.4708437121005575 1.0980794506910976 0.4387103588200711 0.20998604064849063
0.8114002685786762 0.4210681001588896 0.7830141873690797 0.9707653554466283
