23 , Generation
182 , |Individual Number|
4 , |Number of points|
-0.4542743142619749 -0.187977422521587 -0.7219478626122964 -0.24326022807553294
-0.49668343952076993 -0.5430800057294846 -0.38982036987726826 0.295689656312225
1.8849899700793393 1.4502803345646857 0.6328095692470391 1.0930260358221822
0.014436810980581173 0.22029092969670566 0.35582755131241056 0.06298404648912485
