22 , Generation
176 , |Individual Number|
4 , |Number of points|
0.13502871574057437 -0.5238020902281361 -0.9007553249676036 -0.6002380090943067
-0.603124941213494 -0.48401068303387296 -0.5808559766621619 -0.10151517880267251
1.522732964100053 1.601022214639499 -0.5227703789959458 1.2963384874414259
0.014436810980581173 0.22029092969670566 0.35582755131241056 0.06298404648912485
