13 , Generation
101 , |Individual Number|
4 , |Number of points|
-0.35573892878535973 -0.42429339868225097 -1.1330466536294814 -0.5358829934394334
-0.27121990161485776 -0.756383356964036 -0.264460136432892 -0.15202166214444232
1.7043426969211268 -0.6807450212676325 0.7484236649706194 1.27154172900692
0.014436810980581173 0.22029092969670566 0.35582755131241056 0.06298404648912485
