12 , Generation
3 , NumberPoints
|[0.3539920908648626, 0.10742914499045618, 0.38455662227505294]| , Vmax
|[-0.477398710546704, 0.3925310737384854, 0.8121067854085002]| , Xpos
|[0.2001446281369349, 0.7432945900429931, 0.6548660464765357]| , Ypos
|[0.5641010964416513, 1.614040679445214, 0.5893794418288821]| , Zpos
|[0.3539920908648626, 0.10742914499045618, 0.38455662227505294]| , Vmax
