4 , Generation
31 , |Individual Number|
2 , |Number of points|
0.6017591141491127 , 0.7616716545392456 , 0.7668909621470668 , 0.43270152349628466
-0.7081482507561798 , 0.18682238628806602 , 1.2001540350813538 , 0.43270152349628466
