3 , Generation
22 , |Individual Number|
4 , |Number of points|
-0.3217109787581359 -0.43626668463111085 0.3603083678935949 -0.09076759945215987
0.7697646741095296 -0.523620612371689 0.2623670416360656 -0.16457446265300105
1.6509575890346255 -0.0023639856705350015 0.3261093289780408 0.73286329758938
0.035015638075319024 0.07400213460960976 0.4577469339912173 0.2734381918385615
