6 , Generation
44 , |Individual Number|
4 , |Number of points|
0.5117082505048401 -0.28797529022351154 -0.4352821282097029 0.9119449502041762
0.6986364818779496 0.037312465617839234 0.7341980240863242 -0.5939273452067044
0.914807094234281 1.3432710945502775 0.6607782216776917 1.5531786355453956
0.019161765902573975 0.18429072376831432 0.11757595954983906 0.023801192304373026
