6 , Generation
46 , |Individual Number|
4 , |Number of points|
0.5117082505048401 -0.28797529022351154 -0.4352821282097029 0.8472104912742927
0.6986364818779496 0.037312465617839234 0.7341980240863242 -0.5912546283754934
0.914807094234281 1.3432710945502775 0.6607782216776917 1.599499293076809
0.019161765902573975 0.18429072376831432 0.11757595954983906 0.023801192304373026
